"fips","democratic_raw_votes_1932","democratic_raw_votes_1936","democratic_raw_votes_1940","democratic_raw_votes_1944","democratic_raw_votes_1948","democratic_raw_votes_1952","democratic_raw_votes_1956","democratic_raw_votes_1960","democratic_raw_votes_1964","democratic_raw_votes_1968","democratic_raw_votes_1972","democratic_raw_votes_1976","democratic_raw_votes_1980","democratic_raw_votes_1984","democratic_raw_votes_1988","democratic_raw_votes_1992","democratic_raw_votes_1996","democratic_raw_votes_2000","democratic_raw_votes_2004","democratic_raw_votes_2008","democratic_raw_votes_2012","democratic_raw_votes_2016","democratic_raw_votes_2020","pres_raw_county_vote_totals_two_party_1932","pres_raw_county_vote_totals_two_party_1936","pres_raw_county_vote_totals_two_party_1940","pres_raw_county_vote_totals_two_party_1944","pres_raw_county_vote_totals_two_party_1948","pres_raw_county_vote_totals_two_party_1952","pres_raw_county_vote_totals_two_party_1956","pres_raw_county_vote_totals_two_party_1960","pres_raw_county_vote_totals_two_party_1964","pres_raw_county_vote_totals_two_party_1968","pres_raw_county_vote_totals_two_party_1972","pres_raw_county_vote_totals_two_party_1976","pres_raw_county_vote_totals_two_party_1980","pres_raw_county_vote_totals_two_party_1984","pres_raw_county_vote_totals_two_party_1988","pres_raw_county_vote_totals_two_party_1992","pres_raw_county_vote_totals_two_party_1996","pres_raw_county_vote_totals_two_party_2000","pres_raw_county_vote_totals_two_party_2004","pres_raw_county_vote_totals_two_party_2008","pres_raw_county_vote_totals_two_party_2012","pres_raw_county_vote_totals_two_party_2016","pres_raw_county_vote_totals_two_party_2020","dem_two_party_vote_share_1932","dem_two_party_vote_share_1936","dem_two_party_vote_share_1940","dem_two_party_vote_share_1944","dem_two_party_vote_share_1948","dem_two_party_vote_share_1952","dem_two_party_vote_share_1956","dem_two_party_vote_share_1960","dem_two_party_vote_share_1964","dem_two_party_vote_share_1968","dem_two_party_vote_share_1972","dem_two_party_vote_share_1976","dem_two_party_vote_share_1980","dem_two_party_vote_share_1984","dem_two_party_vote_share_1988","dem_two_party_vote_share_1992","dem_two_party_vote_share_1996","dem_two_party_vote_share_2000","dem_two_party_vote_share_2004","dem_two_party_vote_share_2008","dem_two_party_vote_share_2012","dem_two_party_vote_share_2016","dem_two_party_vote_share_2020","county.county_name","county.state"
"13309",1127,594,495,517,560,1280,993,970,980,488,294,1378,1599,774,658,880,751,752,847,794,772,646,689,1156,688,533,665,599,1541,1143,1196,1829,739,1387,1722,2149,1607,1367,1481,1211,1565,2039,2202,2138,2067,2272,0.974913494809689,0.863372093023256,0.928705440900563,0.777443609022556,0.934891485809683,0.830629461388709,0.868766404199475,0.811036789297659,0.535811919081465,0.660351826792963,0.211968276856525,0.800232288037166,0.744067007910656,0.481642812694462,0.48134601316752,0.594193112761648,0.620148637489678,0.480511182108626,0.415399705738107,0.360581289736603,0.361085126286249,0.312530237058539,0.303257042253521,"WHEELER","GA"
"13311",936,599,754,706,497,1139,1100,1784,1520,435,343,2125,2017,1090,1028,1756,1864,2014,2016,2174,1671,1674,2411,989,760,823,863,556,1421,1569,2446,2360,1197,1880,2750,3192,3459,3676,4233,4823,6871,9419,10641,10322,11435,14633,0.946410515672396,0.788157894736842,0.916160388821385,0.818076477404403,0.893884892086331,0.801548205489092,0.701083492670491,0.729354047424366,0.644067796610169,0.363408521303258,0.182446808510638,0.772727272727273,0.631892230576441,0.315119976871928,0.279651795429815,0.41483581384361,0.386481443085217,0.293115994760588,0.214035460239941,0.204304106756884,0.161887231156753,0.146392654132051,0.164764573224903,"WHITE","GA"
"13313",2384,2481,3162,2827,3419,4661,4264,3604,7330,2723,1955,10475,9691,5284,4618,7335,7720,7034,6933,8167,7210,7937,10680,2867,3358,4020,3850,4668,7456,8469,7752,11876,7551,10546,14973,16095,17241,17379,19338,20088,22886,26230,27397,26515,29474,36324,0.831531217300314,0.738832638475283,0.786567164179104,0.734285714285714,0.732433590402742,0.625134120171674,0.50348329200614,0.464912280701754,0.617211182216234,0.360614488147265,0.185378342499526,0.699592600013357,0.602112457284871,0.306478742532336,0.265722999021808,0.379304995345951,0.384309040223019,0.307349471292493,0.264315669081205,0.298098331934153,0.27192155383745,0.269288186198005,0.294020482325735,"WHITFIELD","GA"
"13315",619,1066,890,1364,791,1878,1686,1714,900,465,315,2153,1780,1212,1079,1365,1067,962,902,978,1060,852,861,644,1261,935,1548,866,2179,1918,2020,2694,846,2178,2499,2607,2430,2314,2281,1949,2343,2607,3137,3113,2948,3263,0.961180124223602,0.845360824742268,0.951871657754011,0.881136950904393,0.913394919168591,0.861863240018357,0.879040667361835,0.848514851485148,0.334075723830735,0.549645390070922,0.144628099173554,0.861544617847139,0.682777138473341,0.498765432098765,0.466292134831461,0.598421744848751,0.547460236018471,0.410584720443875,0.345991561181435,0.311762830729997,0.340507548988114,0.289009497964722,0.263867606497089,"WILCOX","GA"
"13317",1172,1031,1022,946,771,1500,1714,1786,1437,953,646,2461,2350,1586,1549,1955,1971,1940,2028,2315,2087,1848,2160,1214,1109,1064,1103,866,1786,2019,2181,3089,1826,2841,3528,3562,3423,3359,3490,3388,3984,4518,5020,4722,4420,4983,0.965403624382208,0.929666366095582,0.960526315789474,0.85766092475068,0.890300230946882,0.83986562150056,0.848935116394255,0.818890417239798,0.465199093557786,0.521905805038335,0.227384723688842,0.697562358276644,0.659741718135879,0.463336254747298,0.461149151533194,0.560171919770774,0.581759149940968,0.486947791164659,0.448871181938911,0.461155378486056,0.441973739940703,0.418099547511312,0.433473810957255,"WILKES","GA"
"13319",726,695,906,763,501,1629,1299,1324,963,829,751,2652,2365,2102,1831,2286,2278,1884,2235,2298,2181,1894,2074,726,813,943,1005,597,2007,1692,1955,3135,1514,2947,3489,3481,3858,3377,3518,3610,3684,4496,4647,4427,4227,4739,1,0.854858548585486,0.960763520678685,0.759203980099503,0.839195979899497,0.811659192825112,0.767730496453901,0.677237851662404,0.307177033492823,0.547556142668428,0.254835425856804,0.760103181427343,0.679402470554438,0.544841886988077,0.542197216464317,0.649801023308698,0.631024930747922,0.511400651465798,0.497108540925267,0.494512588766946,0.492658685339959,0.448071918618406,0.437645072800169,"WILKINSON","GA"
"13321",2269,1124,936,1096,1159,1986,2078,2110,682,719,542,2790,2567,1685,1311,2578,2300,2214,2219,2542,2487,2020,2395,2307,1256,1027,1299,1283,2430,2371,2448,3839,1322,3484,3946,4643,4595,3979,4922,5052,6006,7324,8322,8356,8172,9225,0.983528391850889,0.894904458598726,0.911392405063291,0.843725943033102,0.903351519875292,0.817283950617284,0.876423450021088,0.861928104575163,0.177650429799427,0.543872919818457,0.15556831228473,0.70704510897111,0.552875296144734,0.366702937976061,0.329479768786127,0.52377082486794,0.455265241488519,0.368631368631369,0.302976515565265,0.305455419370344,0.297630445189086,0.247185511502692,0.259620596205962,"WORTH","GA"
"15001",NA,NA,NA,NA,NA,NA,NA,11557,20011,15819,11652,15960,17630,17866,24091,25725,27262,28670,35116,50819,47224,41259,58731,NA,NA,NA,NA,NA,NA,NA,23808,24973,25444,28484,31326,31877,38573,41216,41185,40778,45720,57148,65685,61977,58760,85628,NA,NA,NA,NA,NA,NA,NA,0.485425067204301,0.80130540984263,0.621718283288791,0.409071759584328,0.509480942348209,0.553063337202372,0.463173722552044,0.584506017080745,0.624620614301323,0.668546765412723,0.627077865266842,0.614474697277245,0.773677399710741,0.761960081965891,0.70216133424098,0.685885458027748,"HAWAII","HI"
"15003",NA,NA,NA,NA,NA,NA,NA,68915,121859,108141,76957,111389,96472,107444,138971,123908,143793,139618,152500,214239,204349,175696,238869,NA,NA,NA,NA,NA,NA,NA,134456,155395,179400,209801,219430,196068,247767,259229,227845,229572,240928,296657,302403,292810,266022,375128,NA,NA,NA,NA,NA,NA,NA,0.512546855476885,0.784188680459474,0.602792642140468,0.366809500431361,0.507628856582965,0.492033376175613,0.433649356048223,0.536093569778073,0.543825846518467,0.626352516857457,0.579500929738345,0.51406169414509,0.708455273261178,0.69788941634507,0.660456653960951,0.636766650316692,"HONOLULU","HI"
"15005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,30,26,24,25,14,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,59,41,40,31,27,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.779661016949153,0.731707317073171,0.65,0.774193548387097,0.925925925925926,0.933333333333333,0.958333333333333,"KALAWAO","HI"
"15007",NA,NA,NA,NA,NA,NA,NA,4636,8713,7051,5401,8105,9081,8862,11770,10715,13357,13470,14916,20416,18641,16456,21225,NA,NA,NA,NA,NA,NA,NA,10291,10684,11191,12972,14383,14964,18111,20068,16989,18682,20053,24656,26661,24762,24030,32807,NA,NA,NA,NA,NA,NA,NA,0.450490720046643,0.815518532384875,0.630059869538022,0.416358310206599,0.563512480011124,0.606856455493184,0.48931588537353,0.586505880007973,0.630702219082936,0.71496627770046,0.671719942153294,0.604964308890331,0.765762724578973,0.752806719974154,0.684810653349979,0.646965586612613,"KAUAI","HI"
"15009",NA,NA,NA,NA,NA,NA,NA,7302,12666,10313,7399,11921,12674,12966,17532,18962,20600,23484,28803,39727,36052,33480,47305,NA,NA,NA,NA,NA,NA,NA,16150,16219,16714,19017,22239,23033,27686,30476,30113,29923,36360,46990,50881,47654,46926,69431,NA,NA,NA,NA,NA,NA,NA,0.452136222910217,0.780935939330415,0.617027641498145,0.389072934742599,0.536040289581366,0.5502539834151,0.468323340316405,0.575272345452159,0.629694816192342,0.688433646358988,0.645874587458746,0.612960204298787,0.78078261040467,0.756536702060687,0.713463751438435,0.681323904307874,"MAUI","HI"
"16001",8836,12027,12381,10667,11253,10281,11328,17017,19639,11529,12687,21125,21324,21760,30525,31941,43040,40650,58523,82236,77137,75677,120539,16898,19593,25281,24077,26225,37696,37715,44720,45043,41714,49352,62260,76529,81796,85476,80941,104851,115700,153164,175564,174691,169429,251238,0.522902118593916,0.61384167815036,0.489735374391836,0.443036923204718,0.429094375595806,0.272734507640068,0.300357947766141,0.380523255813953,0.436005594653997,0.276382030013904,0.257071648565408,0.339302923225185,0.278639470004835,0.266027678615091,0.357117787449109,0.394620773155755,0.410487262877798,0.351339671564391,0.382093703481236,0.46841038026019,0.44156253041084,0.446659072531857,0.479780128802172,"ADA","ID"
"16003",854,770,929,721,647,517,542,724,750,360,293,639,590,540,643,457,537,336,555,728,577,415,591,1172,1202,1707,1363,1250,1450,1384,1523,1439,1204,1256,1448,1779,1921,1750,1211,1590,1812,2023,2245,1990,1971,2532,0.728668941979522,0.640599001663893,0.54422964264792,0.528980190755686,0.5176,0.356551724137931,0.391618497109827,0.47537754432042,0.521195274496178,0.299003322259136,0.23328025477707,0.441298342541436,0.331646992692524,0.28110359187923,0.367428571428571,0.37737407101569,0.337735849056604,0.185430463576159,0.274345032130499,0.324276169265033,0.289949748743719,0.210553018772197,0.233412322274882,"ADAMS","ID"
"16005",8271,9443,10493,9681,9679,8771,9101,12586,13483,9084,7840,10261,8639,9399,13074,11091,12806,10892,12903,14792,13214,10342,14682,12820,13227,15907,15094,15259,19635,19577,21743,21308,19318,20696,23433,27116,28141,28060,23107,26864,29115,34382,34148,34224,27522,38013,0.645163806552262,0.713918500037801,0.659646696422958,0.641380681065324,0.634314175240841,0.446702317290553,0.464882259794657,0.578852964172377,0.632767035855078,0.470235013976602,0.378817162736761,0.437886740920924,0.318594187933324,0.33399665967805,0.465930149679259,0.479984420305535,0.476697438951757,0.374102696204705,0.375283578616718,0.433173245870915,0.386103319308088,0.375772109585059,0.386236287585826,"BANNOCK","ID"
"16007",1721,2078,2026,1732,1664,1274,1218,1563,1857,1058,716,960,508,481,867,562,805,517,494,502,302,255,350,3506,3482,3787,3345,3254,3574,3399,3526,3266,2924,2929,3054,3449,3241,2951,1981,2388,2813,3000,2879,2791,2458,3264,0.490872789503708,0.596783457782883,0.5349881172432,0.517787742899851,0.511370620774432,0.356463346390599,0.358340688437776,0.443278502552467,0.568585425597061,0.361833105335157,0.244452031410038,0.31434184675835,0.147289069295448,0.148410984264116,0.293798712300915,0.283695103483089,0.337102177554439,0.183789548524707,0.164666666666667,0.174366099340049,0.10820494446435,0.103742880390561,0.107230392156863,"BEAR LAKE","ID"
"16009",1602,1906,1924,1446,1590,1436,1442,1756,1796,1160,1062,1549,1361,1447,1518,1270,1488,895,1148,1407,1164,770,977,2581,2818,3215,2619,2628,3004,2902,3030,2777,2285,2556,3007,3472,3486,3168,2493,3155,3501,3971,4053,3760,3873,4855,0.620689655172414,0.676366217175302,0.598444790046656,0.552119129438717,0.605022831050228,0.478029294274301,0.496898690558236,0.57953795379538,0.646741087504501,0.507658643326039,0.415492957746479,0.515131360159628,0.391993087557604,0.41508892713712,0.479166666666667,0.509426393902928,0.471632329635499,0.255641245358469,0.289095945605641,0.347150259067358,0.309574468085106,0.198812290214304,0.201235839340886,"BENEWAH","ID"
"16011",3802,4215,3815,3428,3197,3024,3412,4843,5231,2988,2476,4347,2933,3064,4346,3565,4304,3310,3605,4424,3822,2924,4124,6699,6580,7465,6651,6359,9138,9265,10777,10595,9472,9362,11674,14714,14964,14477,10898,12695,13938,16339,16654,17262,13831,19419,0.567547395133602,0.640577507598784,0.511051574012056,0.515411216358442,0.502752005032238,0.330925804333552,0.368267674042094,0.449382945160991,0.493723454459651,0.315456081081081,0.264473403118992,0.372365941408258,0.199333967649857,0.204758086073242,0.300200317745389,0.327124242980363,0.339031114612052,0.237480269766107,0.220637737927658,0.265641887834754,0.221411192214112,0.211409153351168,0.212369329007673,"BINGHAM","ID"
"16013",1133,1361,1559,1037,1182,1033,978,1252,1293,815,1240,1604,1840,1971,2498,2865,3840,3748,5992,6947,5992,6416,8919,1829,2099,2663,1911,2127,2642,2362,2468,2454,2152,3353,3780,4556,5574,5628,5108,6843,7276,10026,10386,9931,9756,12950,0.619464188080919,0.648404001905669,0.58542996620353,0.542647828362114,0.555712270803949,0.390991672975019,0.414055884843353,0.507293354943274,0.526894865525672,0.378717472118959,0.369818073367134,0.424338624338624,0.403863037752414,0.353606027987083,0.443852167732765,0.560884886452623,0.561157387110916,0.515118196811435,0.597646120087772,0.668881186212209,0.603363206122243,0.657646576465765,0.688725868725869,"BLAINE","ID"
"16015",679,780,677,564,479,309,285,432,450,205,256,433,518,436,620,623,879,745,970,1240,1053,777,1204,1021,1151,1166,1028,916,964,855,888,864,655,932,1117,1652,1685,1664,1535,2455,2764,3471,3673,3337,3450,4689,0.665034280117532,0.677671589921807,0.580617495711835,0.54863813229572,0.52292576419214,0.320539419087137,0.333333333333333,0.486486486486487,0.520833333333333,0.312977099236641,0.274678111587983,0.387645478961504,0.313559322033898,0.258753709198813,0.372596153846154,0.40586319218241,0.358044806517312,0.269536903039074,0.27945836934601,0.337598693166349,0.315552891818999,0.225217391304348,0.256771166560034,"BOISE","ID"
"16017",3695,3521,3834,3116,2916,3293,3514,4064,4328,3063,2599,4065,4060,4628,5555,4995,5294,4318,6649,7840,6500,5819,8310,5646,5549,6984,6040,5582,7602,7451,7639,7303,6303,7004,8614,10787,11517,11276,8932,11501,13263,17346,18985,17867,19162,26679,0.654445625221396,0.634528743917823,0.548969072164949,0.515894039735099,0.522393407380867,0.433175480136806,0.471614548382767,0.532006807173714,0.592633164452965,0.4859590671109,0.371073672187322,0.471906199210587,0.376378974691759,0.401840757141617,0.492639233770841,0.55922525750112,0.460307799321798,0.32556736786549,0.383316038279719,0.412957598103766,0.363799182851066,0.303673938002296,0.31148094006522,"BONNER","ID"
"16019",4298,5439,5891,4935,5382,4737,5676,8845,9637,5178,4199,7230,5052,4877,7032,7014,9013,7235,8356,11417,9903,8930,14254,7057,7653,9896,8983,9881,14989,16775,19956,20373,18760,17333,23023,29767,29269,29645,23571,28990,32223,38404,40751,42179,35629,52059,0.60904066883945,0.710701685613485,0.595291026677445,0.549371034175665,0.54468171237729,0.316031756621522,0.338360655737705,0.443225095209461,0.473028027291022,0.276012793176972,0.242254658743437,0.314033792294662,0.169718144253704,0.166626806518842,0.237206948895261,0.29756904670994,0.31090031045188,0.224529063091581,0.217581501926883,0.280164903928738,0.234785082624055,0.250638524797216,0.273804721565916,"BONNEVILLE","ID"
"16021",1451,1304,1393,1053,1029,1040,1150,1501,1418,883,860,1217,1087,1158,1336,1095,1194,832,1268,1484,1225,933,1220,2216,2037,2605,2117,1939,2681,2569,2738,2483,1967,2447,2675,3175,3317,3136,2574,3131,3629,4280,4562,4363,4722,6157,0.654783393501805,0.640157093765341,0.534740882917466,0.497401983939537,0.530685920577617,0.387914957105558,0.447644998053717,0.548210372534697,0.571083366894885,0.4489069649212,0.351450756027789,0.454953271028037,0.342362204724409,0.349110642146518,0.426020408163265,0.425407925407925,0.381347812200575,0.229264260126757,0.296261682242991,0.325295922840859,0.280770112308045,0.197585768742058,0.198148448919929,"BOUNDARY","ID"
"16023",581,546,448,416,426,473,669,1001,848,521,387,663,424,429,521,433,507,354,321,318,258,160,188,976,854,869,847,838,1389,1443,1681,1497,1212,1175,1414,1699,1674,1420,1035,1248,1408,1398,1374,1259,1074,1390,0.595286885245902,0.639344262295082,0.515535097813579,0.491145218417946,0.508353221957041,0.34053275737941,0.463617463617464,0.595478881618084,0.566466265865063,0.42986798679868,0.32936170212766,0.468882602545969,0.249558563861095,0.256272401433692,0.366901408450704,0.418357487922705,0.40625,0.251420454545455,0.229613733905579,0.231441048034935,0.204924543288324,0.148975791433892,0.135251798561151,"BUTTE","ID"
"16025",441,442,381,317,278,224,266,322,258,118,95,160,145,123,136,134,156,113,139,187,159,110,149,675,714,742,618,567,649,603,606,574,389,439,448,505,487,424,336,439,472,589,609,561,520,656,0.653333333333333,0.619047619047619,0.513477088948787,0.51294498381877,0.490299823633157,0.345146379044684,0.441127694859038,0.531353135313531,0.449477351916376,0.303341902313625,0.216400911161731,0.357142857142857,0.287128712871287,0.252566735112936,0.320754716981132,0.398809523809524,0.355353075170843,0.239406779661017,0.235993208828523,0.307060755336617,0.283422459893048,0.211538461538462,0.227134146341463,"CAMAS","ID"
"16027",6940,8290,8639,7306,7903,6810,7540,9681,10601,5717,5630,9460,9172,7527,10207,9095,11800,10588,13415,20147,19866,16883,25881,12025,13212,17395,16521,17603,23875,23023,25546,24067,20712,24013,26723,33547,32140,31633,28315,35788,41148,55014,62899,64235,64105,87640,0.577130977130977,0.627459884953073,0.496636964645013,0.442225046909993,0.448957564051582,0.285235602094241,0.327498588368154,0.378963438503092,0.440478663730419,0.276023561220548,0.234456336151251,0.354002170414998,0.273407458192983,0.234194150591164,0.322669364271489,0.321207840367296,0.329719459036549,0.257315057839992,0.243847020758352,0.320307159096329,0.309270646843621,0.263364792137899,0.295310360565952,"CANYON","ID"
"16029",499,640,658,516,475,809,950,1293,1422,727,614,1110,481,535,867,562,841,475,491,553,386,271,431,896,958,1042,978,922,2597,2618,2837,2725,2458,2683,3363,3715,3567,3106,1912,2581,3076,3244,3209,2994,2546,3337,0.556919642857143,0.668058455114823,0.63147792706334,0.52760736196319,0.515184381778742,0.311513284559107,0.362872421695951,0.455763130066972,0.521834862385321,0.295768917819365,0.22884830413716,0.330062444246209,0.129475100942127,0.149985982618447,0.279137153895686,0.293933054393305,0.325842696629214,0.154421326397919,0.151356350184957,0.172327827983796,0.128924515698063,0.106441476826394,0.129157926281091,"CARIBOU","ID"
"16031",2598,3100,2930,2325,2178,1676,1789,2445,2608,1350,1080,1881,1369,1036,1833,1351,1596,1087,1153,1332,1098,1036,1464,4623,4735,5679,4888,4602,6157,5733,6742,6617,5537,5656,6456,7880,7539,7178,5403,6259,7070,7715,7641,8252,6985,9371,0.561972744970798,0.654699049630412,0.515935904208487,0.475654664484452,0.473272490221643,0.272210492122787,0.312053026338741,0.362652032037971,0.394136315550854,0.24381433989525,0.190947666195191,0.29135687732342,0.173730964467005,0.137418755803157,0.255363611033714,0.250046270590413,0.254992810353092,0.153748231966054,0.149449125081011,0.17432273262662,0.133058652447891,0.148317823908375,0.156226656706862,"CASSIA","ID"
"16033",325,272,212,180,165,126,151,176,186,87,64,169,87,59,133,95,117,63,46,64,66,44,41,601,576,611,497,427,508,469,459,448,358,403,503,466,412,414,290,383,374,348,369,301,247,305,0.540765391014975,0.472222222222222,0.346972176759411,0.362173038229376,0.386416861826698,0.248031496062992,0.321961620469083,0.383442265795207,0.415178571428571,0.243016759776536,0.158808933002481,0.335984095427435,0.186695278969957,0.143203883495146,0.321256038647343,0.327586206896552,0.305483028720627,0.168449197860963,0.132183908045977,0.173441734417344,0.219269102990033,0.178137651821862,0.134426229508197,"CLARK","ID"
"16035",1699,1959,2284,1744,1571,1826,2024,2407,2446,1838,1412,1752,1699,1608,1861,1433,1507,841,1117,1211,1032,704,877,2521,2774,3407,2609,2391,3320,3532,3600,3213,3125,3002,3221,3877,3784,3520,2585,3165,3726,3956,3780,3573,3556,4330,0.67393891312971,0.70620043258832,0.670384502494863,0.668455346876198,0.657047260560435,0.55,0.573046432616082,0.668611111111111,0.761282290694055,0.58816,0.47035309793471,0.543930456380006,0.438225432035079,0.424947145877378,0.528693181818182,0.554352030947776,0.476145339652449,0.225711218464842,0.282355915065723,0.32037037037037,0.288832913518052,0.197975253093363,0.202540415704388,"CLEARWATER","ID"
"16037",839,875,894,613,625,452,533,838,714,385,274,516,398,461,616,564,635,416,559,611,530,427,603,1282,1404,1653,1178,1237,1510,1344,1489,1434,1096,1263,1366,1796,2114,1869,1393,1884,2210,2321,2305,2274,2204,2692,0.654446177847114,0.623219373219373,0.540834845735027,0.520373514431239,0.505254648342765,0.299337748344371,0.396577380952381,0.562793821356615,0.497907949790795,0.351277372262774,0.216943784639747,0.377745241581259,0.221603563474388,0.218070009460738,0.329588014981273,0.404881550610194,0.337048832271762,0.188235294117647,0.240844463593279,0.265075921908894,0.233069481090589,0.193738656987296,0.223997028231798,"CUSTER","ID"
"16039",1615,1567,1632,1627,1589,1484,1759,2440,2310,1230,1153,2164,1760,1458,2078,1858,2324,1840,1959,2591,2513,1814,2601,2412,2256,2709,2657,2443,3137,3608,4666,4167,3138,4231,4972,5754,6053,5834,4945,5992,6731,7970,8256,7740,7630,9847,0.669568822553897,0.69459219858156,0.602436323366556,0.612344749717727,0.650429799426934,0.473063436404208,0.487527716186253,0.522931847406772,0.554355651547876,0.391969407265774,0.272512408414087,0.435237329042639,0.305874174487313,0.240872294729886,0.356187864244086,0.375733063700708,0.38785046728972,0.273362056158075,0.245796737766625,0.313832364341085,0.324677002583979,0.237745740498034,0.26414136285163,"ELMORE","ID"
"16041",1871,2255,2158,1971,1763,1181,1181,1352,1583,831,611,1157,511,439,806,524,807,513,456,600,325,385,657,3631,3663,4226,3921,3791,4433,3976,3985,3983,3340,3398,3877,4180,3700,3798,2639,3242,4107,4983,4846,5520,4286,6502,0.515285045442027,0.615615615615616,0.510648367250355,0.502677888293803,0.465048799788974,0.266411008346492,0.297032193158954,0.339272271016311,0.397439116244037,0.248802395209581,0.179811653914067,0.298426618519474,0.122248803827751,0.118648648648649,0.212216956292786,0.198560060629026,0.248920419494139,0.12490869247626,0.0915111378687538,0.123813454395378,0.0588768115942029,0.0898273448436771,0.101045832051676,"FRANKLIN","ID"
"16043",2830,2904,2556,2116,2014,1500,1535,1887,1970,961,819,1445,926,818,1178,903,1114,699,741,1065,810,651,998,4339,4328,4544,3871,3791,4210,4048,4117,3915,3258,3440,4026,5093,4824,4579,3236,4156,4941,5706,5765,5717,4741,6546,0.652224014749942,0.67097966728281,0.5625,0.546628778093516,0.531258243207597,0.356294536817102,0.379199604743083,0.458343453971338,0.503192848020434,0.294966236955187,0.238081395348837,0.358917039244908,0.181818181818182,0.169568822553897,0.257261410788382,0.279048207663782,0.268046198267565,0.14146933819065,0.129863301787592,0.184735472679965,0.141682700717159,0.137312803206075,0.15245951726245,"FREMONT","ID"
"16045",2007,2468,2666,1866,1724,1555,1717,1976,2328,1183,1069,1978,1613,1607,2064,1609,1968,1346,1628,2166,1957,1229,1803,2905,3348,4124,3229,3309,4123,4162,4404,4307,3497,3786,4379,5379,5251,4990,4064,5330,5722,7044,7751,7268,7209,9754,0.690877796901893,0.73715651135006,0.646459747817653,0.577887890987922,0.52100332426715,0.377152558816396,0.412542047092744,0.448683015440509,0.540515439981426,0.338289962825279,0.282356048600106,0.451701301667047,0.299869864287042,0.306036945343744,0.413627254509018,0.395915354330709,0.369230769230769,0.235232436211115,0.231118682566723,0.279447813185395,0.269262520638415,0.170481342765987,0.184847242157064,"GEM","ID"
"16047",1911,2100,1919,1659,1844,1404,1783,2005,1848,1018,1030,1923,1481,1247,1872,1530,1503,1282,1278,1489,1287,930,1256,3362,3607,4270,3708,3955,4856,4618,4528,4375,3367,4154,4832,5378,5066,4780,3708,4140,4784,5251,5254,4983,4673,5915,0.568411659726353,0.582201275298032,0.449414519906323,0.447411003236246,0.466245259165613,0.289126853377265,0.386097877869207,0.44280035335689,0.4224,0.302346302346302,0.247953779489649,0.397971854304636,0.27538118259576,0.246150809317015,0.39163179916318,0.412621359223301,0.36304347826087,0.267976588628763,0.243382212911826,0.28340312143129,0.258278145695364,0.199015621656324,0.212341504649197,"GOODING","ID"
"16049",3005,3104,2888,2071,2300,2269,2546,3256,3188,1883,1622,2323,2078,1996,2198,1974,1979,1187,1689,2017,1708,1196,1561,4094,4636,5522,4048,4090,5323,5249,5504,5178,4200,4857,5508,6503,6215,5739,4683,5850,6993,7706,7912,7629,7637,9387,0.73400097703957,0.669542709232097,0.52299891343716,0.511610671936759,0.562347188264059,0.426263385309036,0.485044770432463,0.591569767441861,0.615681730397837,0.448333333333333,0.333950998558781,0.421750181554103,0.31954482546517,0.321158487530169,0.382993552883778,0.42152466367713,0.338290598290598,0.16974116974117,0.219179859849468,0.254929221435794,0.223882553414602,0.156605997119288,0.166293810589113,"IDAHO","ID"
"16051",2501,2776,2631,2198,2017,1474,1823,2374,2061,955,715,1745,833,743,1198,978,1427,1100,1084,1641,1303,976,1661,3675,3810,4346,3656,3507,4444,4571,4999,4801,3882,3698,5344,6693,6513,6493,4449,6352,7580,8787,10181,11198,9412,13760,0.680544217687075,0.728608923884514,0.605384261389784,0.601203501094092,0.575135443398916,0.331683168316832,0.398818639247429,0.474894978995799,0.429285565507186,0.246007212776919,0.193347755543537,0.326534431137725,0.12445838936202,0.11407953324121,0.184506391498537,0.219824679703304,0.224653652392947,0.145118733509235,0.123364060543985,0.161182595029958,0.116360064297196,0.103697407564811,0.120712209302326,"JEFFERSON","ID"
"16053",2219,2374,1881,1741,2124,1318,1705,2151,1828,976,888,1800,1368,1284,1985,1739,1679,1360,1344,1794,1699,1329,1893,3615,3669,4394,3898,4252,5125,4832,5182,4941,3761,4549,4988,6330,6197,5815,4711,5037,5778,6521,6691,6503,5973,7627,0.613831258644537,0.647042790951213,0.428083750568958,0.44663930220626,0.499529633113829,0.257170731707317,0.352855960264901,0.41509069857198,0.36996559400931,0.259505450678011,0.195207737964388,0.360866078588613,0.216113744075829,0.207197030821365,0.341358555460017,0.369136064529824,0.333333333333333,0.235375562478366,0.206103358380616,0.268121357046779,0.261264031985238,0.222501255650427,0.248197194178576,"JEROME","ID"
